attack_type,attack_vector,system_affected,downtime_hours,records_compromised,detection_delay_minutes,security_level,operational_loss
Malware,USB,EHR,30,90835,185,High,9168749.0
Malware,USB,Billing,15,59825,228,Low,10214639.0
Phishing,USB,EHR,26,41189,226,High,4225999.0
DDoS,Network,Billing,40,17653,94,Low,5092103.0
Ransomware,Email,PACS,25,4564,41,High,1353839.0
Phishing,USB,PACS,47,21498,98,High,2630300.4
Malware,USB,Billing,37,20339,109,Medium,3789569.0
Malware,Network,EHR,30,8424,163,Medium,2830626.0
Malware,Network,PACS,39,37950,236,Low,9048836.8
DDoS,USB,EHR,46,89738,141,Low,23412871.0
Ransomware,Email,EHR,40,28987,18,Low,11864002.0
Phishing,USB,PACS,44,68852,281,Low,13654399.600000001
DDoS,Network,Billing,38,38002,249,Low,8555960.0
Phishing,Network,EHR,47,44806,1,Medium,8504672.0
Malware,USB,PACS,6,68329,238,Medium,9475631.2
Malware,Email,PACS,47,42322,9,High,4338617.6
DDoS,Network,EHR,39,75539,223,High,8720720.0
Malware,Network,Billing,39,92318,49,Medium,12210446.0
Ransomware,Email,PACS,33,31099,191,High,4557031.5
Ransomware,Email,PACS,28,64445,128,Medium,13472595.799999999
Phishing,Network,Billing,29,65357,55,High,4662514.0
Ransomware,USB,EHR,39,67723,168,High,10087921.0
Malware,USB,Billing,23,39386,201,Medium,5542842.0
DDoS,Email,EHR,40,67191,93,Low,17814708.0
Malware,Network,Billing,42,38866,284,Low,8252600.0
Phishing,Email,PACS,36,13643,249,High,1821679.7999999998
DDoS,Network,PACS,2,20270,265,Low,4295240.0
Phishing,Email,PACS,45,68822,269,Medium,10322156.4
Ransomware,USB,EHR,47,95797,7,Low,31624079.0
Ransomware,Network,EHR,6,95437,296,High,12449299.0
Phishing,USB,Billing,35,96589,249,High,6821133.0
DDoS,USB,PACS,25,58848,180,High,5588859.399999999
DDoS,Network,EHR,38,89612,139,Medium,17151596.0
Malware,Email,EHR,10,66279,172,Medium,10979826.0
DDoS,USB,Billing,8,35284,133,Low,6425221.0
Phishing,Network,EHR,43,56503,72,High,5844938.0
Malware,Network,Billing,19,45585,121,Low,8140088.0
Ransomware,Email,Billing,12,43248,288,Low,10478532.0
Malware,Network,Billing,20,95854,141,Low,16008597.0
Phishing,Network,PACS,19,41513,80,Medium,5877650.2
Ransomware,Email,Billing,30,413,245,High,1036651.4999999999
Ransomware,USB,Billing,14,57994,62,High,5899361.0
Ransomware,Network,PACS,31,69302,33,High,8394827.0
Ransomware,Email,Billing,16,90103,295,Low,20894614.0
Ransomware,Network,EHR,18,12526,184,High,2404899.0
Malware,USB,EHR,13,79769,289,High,7819578.999999999
Malware,USB,Billing,13,49053,243,Medium,6379892.0
Phishing,USB,EHR,42,24094,155,High,3150616.0
Phishing,USB,EHR,39,24915,49,High,3132485.0
Malware,USB,Billing,7,87333,203,High,6205638.75
Phishing,Email,EHR,27,79981,144,High,7468945.999999999
Phishing,USB,Billing,32,34609,37,Low,6354885.0
DDoS,Email,PACS,44,58334,100,Medium,10332977.2
Phishing,Network,PACS,6,63607,167,Medium,8105213.6
Malware,Email,EHR,9,98768,236,Medium,16040801.0
DDoS,USB,Billing,2,2965,230,Medium,672917.0
Ransomware,Email,EHR,19,20673,194,High,3502917.0
Ransomware,USB,Billing,26,65810,182,High,7067556.0
DDoS,Network,Billing,11,46576,77,Low,8465268.0
DDoS,USB,EHR,19,51903,271,Medium,9903370.999999998
Ransomware,Email,Billing,37,27030,220,Low,8471332.0
Phishing,USB,Billing,1,96243,12,Medium,10454336.0
Phishing,Network,Billing,20,2376,82,Medium,968892.0
Phishing,Email,EHR,29,56662,130,Medium,9557537.0
Malware,Email,Billing,30,74440,36,Low,13029514.0
Phishing,USB,PACS,9,80799,43,Medium,10251180.799999999
Phishing,Network,Billing,10,95800,115,High,6226787.0
DDoS,USB,EHR,40,96842,208,Medium,18532580.999999996
Phishing,Network,PACS,48,90427,122,Medium,12929646.6
Phishing,Network,PACS,47,61494,151,Low,12468687.0
DDoS,USB,Billing,23,4761,290,Medium,1655371.9999999998
Ransomware,Network,EHR,39,76327,269,Low,25854590.0
Ransomware,Email,EHR,21,95576,122,Low,29516132.0
DDoS,Network,Billing,36,57723,209,Low,11755625.0
DDoS,Network,Billing,2,98142,16,High,7215285.0
Phishing,USB,PACS,16,60607,148,High,4724186.0
Ransomware,Email,EHR,9,32242,17,Medium,7559448.0
Ransomware,USB,Billing,24,18226,28,Low,5533907.0
Phishing,Network,PACS,24,44472,121,Low,8579195.6
DDoS,Email,EHR,17,24039,168,Low,6735918.0
DDoS,Email,PACS,33,62447,52,Medium,10345265.2
Ransomware,Network,PACS,24,83087,203,Medium,16763086.0
Phishing,USB,Billing,9,44119,121,Medium,5177676.0
Malware,USB,EHR,40,60314,220,Medium,11513461.0
DDoS,USB,PACS,18,68381,76,Low,14115050.8
Ransomware,Network,EHR,34,70037,115,Medium,17514107.0
Ransomware,Network,PACS,44,31848,117,High,4909761.0
Malware,USB,PACS,41,12809,29,High,1920676.0499999998
Phishing,Email,Billing,1,54308,149,Low,7981348.0
DDoS,USB,Billing,34,25527,11,Medium,4495681.0
Ransomware,Network,EHR,48,75905,222,High,11504671.0
Ransomware,Network,Billing,19,3503,291,Medium,1749273.0
Ransomware,USB,EHR,11,61641,263,Medium,14342728.0
DDoS,Email,PACS,26,58558,145,Medium,9606230.4
Ransomware,Network,Billing,7,59375,117,High,5840910.5
Phishing,Network,EHR,22,95159,222,Medium,14805131.0
Malware,USB,PACS,2,13532,102,High,1098892.4
Phishing,Network,EHR,30,28585,31,Medium,5441803.0
Malware,Email,PACS,11,96194,205,Low,17826859.2
Phishing,Network,PACS,22,41994,10,Low,7964527.800000001
Malware,Email,EHR,7,33394,1,Low,7379838.0
DDoS,Network,PACS,41,82162,279,High,8015195.8
Malware,Email,EHR,42,97815,42,High,10117633.0
Ransomware,Email,PACS,9,10386,61,High,1395136.2
Phishing,USB,Billing,19,54113,211,Medium,6572441.0
DDoS,USB,EHR,9,93519,154,High,9531479.0
Malware,Email,PACS,34,21002,229,Low,5744035.800000001
Malware,Email,Billing,36,82783,18,High,6389775.75
Malware,Network,Billing,8,34977,59,High,2614692.75
Phishing,USB,Billing,27,41167,97,Low,7130673.0
Malware,Network,PACS,48,75424,18,High,6941444.199999999
DDoS,Network,PACS,23,6293,270,High,1204716.8999999997
Malware,Network,EHR,21,44157,281,High,4733715.0
Ransomware,Network,Billing,6,79818,189,High,7853826.999999999
DDoS,Email,EHR,11,56210,89,Medium,10043356.0
DDoS,USB,Billing,36,31921,68,High,3162762.5
Ransomware,Email,Billing,20,26153,75,Low,7053381.0
Ransomware,USB,PACS,41,54819,75,Low,16566816.200000001
Ransomware,Network,Billing,2,85259,3,Low,18568355.0
Phishing,Network,EHR,36,70339,223,High,6943233.0
DDoS,USB,Billing,44,25488,224,Medium,5036415.0
Ransomware,USB,Billing,15,67474,202,Medium,11816811.0
Malware,Network,Billing,12,119,192,Low,787138.0
Ransomware,Email,Billing,12,78943,258,Medium,13644190.0
Malware,Network,EHR,46,73038,250,Medium,13815199.0
DDoS,Network,Billing,24,99182,52,Low,17896675.999999996
Malware,Network,EHR,15,62396,3,Low,13884743.0
Phishing,Network,PACS,38,65691,35,Low,12569216.200000001
Phishing,USB,EHR,36,90492,136,High,8613308.0
Ransomware,Email,PACS,15,67444,96,Low,17801548.0
DDoS,Email,Billing,11,27674,89,Low,5322861.0
DDoS,Email,EHR,1,8683,101,Low,2177580.0
Malware,Network,EHR,12,24835,140,High,2620425.0
Phishing,USB,EHR,34,76917,187,Medium,12704650.0
DDoS,USB,PACS,36,2774,26,Low,2621258.0
DDoS,Email,EHR,8,56462,196,Medium,10097288.0
Ransomware,USB,Billing,20,8269,134,Medium,2486139.0
DDoS,USB,EHR,43,42796,184,High,5556404.999999999
Ransomware,Email,Billing,22,20428,110,Medium,4465543.0
Malware,USB,PACS,11,69058,287,High,5717191.0
Phishing,Network,PACS,11,2565,287,Low,1238715.4000000001
Ransomware,Network,Billing,6,47293,205,Low,10902251.0
DDoS,Network,EHR,14,94990,162,Medium,16792534.0
Ransomware,Email,Billing,11,78080,277,Low,17888149.0
Ransomware,USB,EHR,42,93265,96,High,13401907.0
Malware,Network,Billing,11,93320,88,Low,15107749.0
Malware,Email,EHR,29,39479,116,Medium,7641980.0
Malware,USB,Billing,22,20643,295,High,2004697.2499999998
Malware,Email,EHR,3,80509,262,High,7546024.999999999
Ransomware,Network,EHR,7,29562,212,Medium,7130700.0
Phishing,Email,PACS,43,80978,45,Medium,11525348.2
Phishing,Email,EHR,44,25041,256,High,3377710.0
Phishing,Network,PACS,11,8265,223,High,942599.2
DDoS,USB,EHR,41,65975,65,Low,17607597.0
DDoS,USB,PACS,16,7097,74,High,982900.2999999999
Ransomware,Email,PACS,34,67803,217,High,8463494.5
Phishing,Email,EHR,30,74263,124,High,7045708.0
Phishing,Network,Billing,47,36899,106,Low,7457525.0
Ransomware,Network,EHR,28,99511,253,Low,31544592.0
Ransomware,Email,Billing,40,98393,88,High,10519982.5
Phishing,USB,Billing,26,86753,52,Medium,10223733.0
DDoS,Network,EHR,21,62220,49,High,6764073.0
Ransomware,USB,PACS,11,30199,187,Medium,6383166.6
Phishing,Email,EHR,25,99184,11,Low,20496658.0
Malware,Network,Billing,18,40752,120,High,3219322.0
Malware,Email,Billing,8,75850,65,High,5396963.0
Phishing,USB,PACS,18,45293,171,High,3648623.5999999996
Ransomware,Network,EHR,13,17722,182,Low,6571668.0
Malware,Email,Billing,9,21502,6,High,1660698.5
Malware,USB,PACS,41,84258,19,Medium,12835802.2
Ransomware,Email,Billing,10,91179,295,High,9073577.5
DDoS,USB,Billing,28,83611,61,Low,15507047.0
Ransomware,Email,EHR,41,99196,114,Low,32281315.0
Malware,Email,Billing,38,82093,78,Medium,10973821.0
Ransomware,Email,PACS,48,36421,266,High,5613042.699999999
DDoS,Email,PACS,28,75357,282,Medium,12227313.2
DDoS,USB,EHR,48,34144,245,Medium,8446138.0
Malware,Email,Billing,27,24360,155,High,2232605.5
Malware,USB,EHR,25,61805,281,Low,14720954.0
DDoS,Network,EHR,21,39701,245,High,4636335.0
Malware,USB,PACS,7,55498,154,Medium,7720080.199999999
Malware,USB,Billing,6,36514,63,Medium,4557119.0
Ransomware,Email,EHR,47,76284,200,High,11564551.0
Phishing,USB,Billing,7,9248,113,High,768536.0
Malware,Email,PACS,21,73612,115,High,6235587.699999999
Phishing,Email,Billing,17,1416,236,High,476953.99999999994
DDoS,Network,EHR,12,34676,118,Low,8684568.0
Phishing,Network,EHR,36,98122,75,Low,20995856.0
Phishing,USB,EHR,21,32684,94,Low,7549854.0
DDoS,USB,PACS,44,65492,261,Medium,11466979.4
Ransomware,USB,EHR,18,23068,96,Low,8395367.0
DDoS,Network,EHR,28,6130,130,Low,3408895.0
Malware,Email,PACS,47,69719,177,Low,14982703.8
Phishing,USB,PACS,43,61737,52,High,5316657.6
Phishing,Email,EHR,45,19585,194,Low,6533359.0
DDoS,USB,Billing,7,28950,29,High,2291008.0
Malware,Email,PACS,33,89258,80,High,7727967.3
DDoS,USB,Billing,19,48756,183,Low,9320652.999999998
Ransomware,Email,PACS,16,25268,118,Low,7560978.800000001
Phishing,Email,PACS,19,91309,165,Low,15963287.8
Phishing,USB,Billing,18,67973,282,High,4726379.0
Phishing,Network,PACS,36,78618,254,Low,14873374.4
Phishing,Email,Billing,20,57986,241,Low,9392379.0
Phishing,USB,EHR,31,22059,153,High,2747523.0
Ransomware,USB,PACS,44,78302,231,Low,22759476.400000002
Phishing,USB,Billing,30,8663,185,High,1193748.0
Ransomware,USB,EHR,38,90229,91,Medium,22073899.0
Malware,Email,PACS,11,14601,270,Medium,2602323.6
Phishing,USB,PACS,30,96849,46,High,7593634.999999999
Phishing,USB,EHR,48,14152,37,Low,5527885.0
Malware,Network,Billing,18,49314,278,Low,8760258.0
DDoS,USB,EHR,26,78043,41,Medium,14419634.0
Phishing,Email,PACS,7,83743,151,Medium,10626507.6
Phishing,USB,EHR,35,71176,26,High,6876303.0
DDoS,USB,PACS,31,658,26,High,854151.2
Malware,USB,Billing,21,24406,170,Medium,3719061.0
Ransomware,Email,Billing,29,25503,108,High,3316972.5
Ransomware,Email,PACS,2,7487,81,Low,2115938.4
Phishing,Network,Billing,43,88520,44,Low,14641608.0
Ransomware,USB,EHR,12,34788,296,Low,11614841.0
Ransomware,Email,Billing,28,40707,165,High,4766749.5
DDoS,Network,Billing,28,73210,153,Low,13839728.0
Malware,Network,EHR,38,76628,229,High,8135377.999999999
DDoS,USB,EHR,43,81972,217,High,9412328.0
Phishing,Email,EHR,20,86177,122,High,7795794.999999999
DDoS,Network,EHR,45,17788,23,Medium,5329245.0
DDoS,USB,PACS,36,84796,68,High,8032462.199999999
Phishing,Email,Billing,42,52913,28,High,4129484.9999999995
Ransomware,Network,PACS,44,71205,156,Low,20877335.8
Phishing,Network,EHR,9,10528,263,Medium,2119685.0
DDoS,USB,PACS,41,34323,83,High,3910532.3
DDoS,Network,EHR,44,82097,33,Medium,16028883.0
Phishing,Network,EHR,17,38826,45,High,3745539.9999999995
Malware,Email,PACS,22,1346,53,Low,1470964.2000000002
Ransomware,Network,PACS,30,73835,201,Low,20598876.8
DDoS,Network,EHR,18,26937,29,High,3217735.0
Ransomware,USB,EHR,27,88553,147,Low,28112906.0
DDoS,Network,EHR,5,35873,269,Low,8746817.0
Malware,Network,PACS,27,85541,116,High,7274722.949999999
Malware,Network,PACS,19,18192,59,Medium,3264537.6
DDoS,Network,EHR,10,16972,246,Medium,3558044.0
DDoS,Network,Billing,19,54222,105,Low,10202552.0
DDoS,Network,Billing,8,79244,255,Medium,10502519.0
DDoS,Email,Billing,29,19757,96,High,2095733.4999999995
Ransomware,Network,Billing,21,29460,18,Medium,5780788.0
DDoS,Network,Billing,30,35651,194,High,3374594.5
DDoS,Network,Billing,8,29358,281,Medium,4205202.0
Phishing,USB,PACS,15,25195,247,High,2259720.8
Phishing,Network,Billing,39,50131,261,Low,9083154.0
Ransomware,Network,Billing,21,91392,105,Low,21280493.0
Ransomware,USB,EHR,46,61774,175,Low,22026720.0
Malware,USB,PACS,4,44805,155,High,3634073.25
DDoS,USB,EHR,42,86618,182,High,9822574.0
Malware,Network,PACS,6,8672,76,Low,1970200.4000000001
Phishing,Network,PACS,15,64608,140,Medium,8560521.2
Ransomware,Email,PACS,38,50334,154,High,6705732.8
Ransomware,USB,PACS,27,94052,220,Medium,19013409.2
Malware,Email,PACS,1,32865,72,High,2609153.9499999997
Ransomware,Network,PACS,22,63434,278,Low,17554367.6
Phishing,USB,PACS,32,52885,4,Medium,7668029.6
Malware,Email,EHR,3,46498,293,High,4468319.0
Malware,USB,Billing,24,73078,41,High,5471703.0
Ransomware,Network,Billing,2,32819,99,High,3230517.5
Malware,Network,Billing,23,36645,214,Low,6972004.0
DDoS,Network,EHR,7,90434,45,Medium,15566356.0
DDoS,Email,PACS,12,99696,173,High,8686468.2
Phishing,Email,PACS,7,58332,176,High,4401921.2
DDoS,Network,PACS,46,46665,246,Low,11767658.4
Ransomware,Email,Billing,8,70146,231,Low,15937047.0
Phishing,USB,Billing,43,69732,106,Medium,8945422.0
Ransomware,USB,Billing,36,73326,130,Low,18378756.0
DDoS,Network,PACS,6,16757,18,Low,3573611.0
Malware,USB,PACS,9,86151,9,High,6884588.75
Phishing,USB,PACS,24,53515,219,Medium,7563108.6
DDoS,Email,PACS,34,21302,76,High,2644716.4
Malware,Network,PACS,4,23611,99,Low,4480034.0
DDoS,Email,PACS,6,19197,249,Medium,3208850.8
DDoS,USB,PACS,7,57122,7,High,4958248.199999999
Phishing,Network,PACS,44,98811,172,High,8063704.199999999
Ransomware,Email,EHR,17,27132,39,Medium,7002388.0
DDoS,USB,PACS,15,11248,151,High,1433344.2
Ransomware,USB,EHR,30,92765,55,Low,29433757.0
Ransomware,Network,Billing,24,39695,166,Low,10308183.0
Ransomware,USB,EHR,1,15220,196,Medium,3650773.0
Ransomware,Email,EHR,44,8137,20,Low,6169242.0
Ransomware,Email,PACS,42,36028,128,High,5290752.6
Ransomware,USB,Billing,12,81293,168,Medium,13918197.0
Phishing,Network,EHR,6,49099,191,Medium,7529116.0
DDoS,Network,EHR,11,71872,28,High,7409078.999999999
Phishing,Network,Billing,19,90759,45,High,6143220.0
Malware,Email,Billing,32,53786,237,Medium,7533572.0
Ransomware,USB,EHR,46,3605,70,Low,5093682.0
Ransomware,USB,Billing,33,72910,164,Low,18061761.0
Ransomware,Network,EHR,6,3674,15,Medium,1193946.0
Phishing,Email,EHR,24,37864,163,Medium,6631844.0
Malware,USB,Billing,32,26511,291,Low,5955161.0
Malware,USB,PACS,40,52307,238,High,5050627.25
Ransomware,USB,PACS,1,57329,191,Medium,10767667.0
Phishing,Network,EHR,16,5006,53,Low,1942286.0
Ransomware,USB,EHR,11,32034,13,Low,10199460.0
DDoS,Email,Billing,6,65859,250,Low,11621253.0
Phishing,Email,EHR,28,94052,19,Low,19736112.0
Malware,Network,Billing,11,11582,30,High,1014576.4999999999
Phishing,Network,PACS,9,41586,3,High,3197836.5999999996
Phishing,Email,Billing,9,39176,268,Medium,4652604.0
Malware,Network,Billing,33,30554,193,Low,6452984.0
DDoS,USB,Billing,27,91278,269,Low,17013751.0
DDoS,USB,PACS,23,91166,177,Low,18905731.2
Ransomware,Network,PACS,1,31440,198,Low,8023742.4
Ransomware,Email,PACS,22,97119,245,Low,25714709.200000003
Malware,USB,Billing,34,87251,122,High,6739455.75
Ransomware,Email,Billing,2,39430,120,Low,8793126.0
Phishing,Email,EHR,16,4458,295,Medium,1597818.0
Phishing,USB,Billing,47,79828,4,Low,13495463.0
DDoS,USB,EHR,11,88582,89,Low,20651252.0
Ransomware,USB,PACS,9,16213,267,Low,5031053.0
DDoS,USB,EHR,23,77904,160,High,8453032.0
DDoS,USB,EHR,13,28804,20,High,3210377.0
Ransomware,USB,EHR,38,65423,190,High,9836948.0
DDoS,USB,EHR,30,633,266,High,1144993.0
Phishing,USB,EHR,31,19786,17,High,2437235.0
Ransomware,Network,PACS,9,29216,195,Low,8063632.800000001
Phishing,Network,EHR,25,3191,251,High,1014640.9999999999
DDoS,USB,PACS,20,55373,199,Low,11912468.8
Phishing,USB,PACS,39,11452,240,Medium,3025012.8
DDoS,Email,Billing,31,89365,184,Low,16715530.0
DDoS,USB,EHR,10,73867,43,Low,17237188.0
Malware,USB,EHR,19,42149,203,Medium,7638809.0
Ransomware,Email,Billing,30,94741,7,High,9800346.5
Ransomware,Network,EHR,20,19805,285,Medium,5913053.0
Phishing,Email,PACS,28,81366,197,Low,14858618.600000001
Ransomware,Email,EHR,32,93395,79,High,13070666.0
Phishing,Email,PACS,6,28486,41,Medium,3709450.8
Phishing,USB,PACS,16,81422,291,High,6282593.199999999
DDoS,Email,PACS,17,67391,174,High,6127327.5
Malware,Email,EHR,15,96749,223,Low,21335836.0
Malware,Email,Billing,16,41044,160,Medium,5446894.0
Malware,USB,EHR,12,24011,283,Medium,4609725.0
Phishing,Network,Billing,13,50627,180,Low,8009435.0
Phishing,Network,PACS,26,79772,75,Low,14320782.4
Ransomware,Network,Billing,39,44321,275,Low,12500932.0
Ransomware,Network,EHR,2,93990,141,High,12064926.0
Phishing,USB,PACS,39,83763,210,Low,15770384.600000001
Ransomware,Network,PACS,26,15341,282,Low,6110077.4
Phishing,Network,Billing,13,987,1,High,300541.0
DDoS,Network,EHR,21,32789,142,High,3905580.9999999995
Ransomware,Email,EHR,8,94457,243,High,12340169.0
Phishing,USB,Billing,19,99463,278,Medium,11552685.0
Ransomware,Network,EHR,41,88373,183,Medium,21989691.0
Malware,Email,EHR,28,96636,235,High,9655526.0
DDoS,Email,Billing,5,55984,66,Low,9691965.999999998
Phishing,USB,PACS,29,30772,226,High,2915997.1999999997
DDoS,Email,EHR,8,2030,261,Low,1306621.0
DDoS,Network,PACS,11,18585,24,High,1877379.7
Ransomware,Email,EHR,26,10441,171,High,2457702.0
Phishing,USB,EHR,31,71597,87,High,6798454.0
Phishing,USB,EHR,28,55081,243,Low,12450072.0
Phishing,USB,Billing,45,90851,232,Low,15269995.0
Phishing,USB,EHR,15,70650,94,High,6394712.0
DDoS,Network,EHR,30,32979,273,Low,9754941.0
Phishing,Email,PACS,32,43072,86,Low,8728773.6
Malware,USB,EHR,38,23914,164,High,3302470.0
Phishing,Network,Billing,48,17213,124,Low,4622737.0
Ransomware,USB,PACS,41,36385,167,Low,12197141.600000001
DDoS,Network,EHR,38,78307,193,High,8885729.0
Malware,USB,Billing,23,29353,84,Medium,4318433.0
Ransomware,Email,PACS,10,86030,145,High,9639918.0
Malware,Network,Billing,10,73410,291,High,5313558.0
DDoS,Network,PACS,19,52720,27,Medium,8341670.599999999
Malware,Network,EHR,8,7433,13,Medium,1585194.0
Phishing,USB,EHR,11,52262,293,High,4839104.0
Phishing,Email,Billing,34,16689,253,High,1783634.0
Malware,USB,Billing,13,87023,300,Medium,10889095.0
DDoS,Email,PACS,14,61520,47,Medium,9395128.6
Malware,USB,EHR,7,31963,66,Low,7131184.0
Ransomware,Network,PACS,14,59583,152,High,6901905.5
DDoS,Network,Billing,14,11334,74,High,1127788.0
Ransomware,USB,EHR,23,12223,276,Low,6005831.0
DDoS,Network,Billing,30,48394,125,High,4269028.999999999
DDoS,Network,PACS,20,76530,188,Medium,11919014.4
Ransomware,Email,Billing,33,96592,54,Medium,17351286.0
Ransomware,USB,EHR,11,16203,109,High,2510697.0
Ransomware,Network,PACS,31,69150,4,High,8437254.4
DDoS,USB,EHR,22,22083,176,Low,6711199.0
Malware,Email,Billing,19,51283,181,Low,9102421.0
DDoS,Email,EHR,5,91104,52,Low,20788576.0
DDoS,Email,Billing,1,60076,274,Low,10463120.0
DDoS,USB,PACS,38,71545,39,Medium,11881032.2
Ransomware,Email,EHR,8,31479,143,Low,9954264.0
DDoS,USB,Billing,12,31374,27,Low,5870357.0
Ransomware,Network,PACS,18,97353,85,Medium,18993952.8
Malware,USB,EHR,35,15277,12,Low,5382401.0
DDoS,USB,EHR,33,17903,275,High,2839591.9999999995
DDoS,Email,EHR,37,47211,183,Low,13301237.0
Phishing,Network,EHR,30,43273,170,Medium,7630389.0
Malware,USB,PACS,12,89722,247,Low,16803986.200000003
DDoS,Network,PACS,31,99101,30,Low,20641104.4
Phishing,USB,Billing,19,19557,134,High,1657720.0
Phishing,Network,Billing,18,45979,210,Medium,5698767.0
Ransomware,Network,Billing,12,21045,216,Medium,4156346.0
DDoS,Email,PACS,5,75910,108,High,6506014.399999999
Malware,Network,Billing,13,30371,81,Low,5422954.0
Ransomware,Network,PACS,38,2432,15,High,1510825.2
Malware,USB,EHR,3,35916,206,High,3510482.0
Phishing,Email,PACS,35,44346,43,Medium,6733884.6
DDoS,Network,PACS,44,58096,280,Medium,10441354.799999999
DDoS,Network,PACS,31,29539,155,Medium,5670853.2
DDoS,Network,EHR,19,14914,175,Low,4811024.0
Malware,USB,PACS,23,81546,9,High,6824763.0
Malware,Email,EHR,45,5603,286,Low,4293767.0
DDoS,USB,PACS,7,72139,297,High,6302473.3
Ransomware,Email,Billing,33,14602,28,High,2283598.0
Phishing,Network,EHR,16,10386,79,High,1340733.0
Phishing,USB,Billing,45,94304,4,Medium,11639645.0
Malware,Email,PACS,38,96636,256,Low,19388113.6
Malware,Network,Billing,20,30671,142,High,2575239.75
DDoS,Network,Billing,37,97031,272,Medium,13800766.999999998
DDoS,Email,EHR,30,41288,20,Low,11332566.0
Ransomware,Email,PACS,42,66716,223,High,8669869.4
DDoS,USB,PACS,38,67030,54,High,6564862.199999999
Ransomware,Network,PACS,21,27334,147,High,3669648.5999999996
Phishing,USB,PACS,7,49349,193,High,3746900.8
Ransomware,USB,Billing,11,67624,228,High,6869791.0
Phishing,USB,Billing,1,93733,40,Low,13587330.0
Ransomware,USB,Billing,34,79342,60,High,8456270.0
Phishing,Network,PACS,48,62031,152,Medium,9496127.2
Malware,Email,EHR,11,10420,241,Medium,2368385.0
Malware,Email,PACS,44,70702,212,Medium,11263597.4
DDoS,USB,EHR,25,4287,98,High,1201853.0
Malware,Network,EHR,13,64923,205,Medium,10959947.0
Phishing,Email,Billing,41,89817,222,High,6536868.0
Malware,Email,EHR,35,20105,132,Low,6563467.0
Malware,USB,EHR,45,25299,65,Medium,6116478.0
Phishing,Email,Billing,42,4883,299,High,1209456.0
Ransomware,Email,PACS,42,84494,91,Medium,17877198.0
Malware,Network,PACS,39,4665,207,Low,3063796.6
Ransomware,USB,Billing,26,60007,72,High,6426071.5
Malware,USB,Billing,20,31371,242,Low,6060642.0
Ransomware,Network,Billing,8,57607,85,Medium,9824411.0
DDoS,Network,EHR,16,70572,86,Low,17031610.0
Ransomware,Email,EHR,42,43168,219,High,7204151.0
Ransomware,Email,EHR,13,58361,248,High,8064740.999999999
Phishing,Email,Billing,38,21608,208,Low,4935162.0
Malware,Email,Billing,4,8488,2,High,678921.0
DDoS,USB,PACS,30,18812,93,High,2408886.9999999995
Ransomware,Email,EHR,11,72211,250,Low,22180778.0
DDoS,Email,EHR,16,86820,272,Medium,15712108.0
Phishing,Network,Billing,47,63590,272,Medium,8560818.0
DDoS,Email,PACS,34,12161,44,Medium,3244076.0
DDoS,Email,PACS,29,22127,143,High,2636406.5
DDoS,USB,PACS,39,2404,186,High,1275925.0
Phishing,Email,EHR,18,89834,279,Medium,13988860.0
Malware,Email,PACS,15,76324,246,Low,14592973.0
Phishing,Network,Billing,34,7103,160,Medium,1944640.0
Ransomware,USB,EHR,4,88843,14,High,11374028.0
Malware,Network,Billing,20,45276,184,Medium,6117652.0
Malware,Email,EHR,26,84911,84,Low,19421168.0
DDoS,Email,PACS,10,68555,114,Low,13801570.600000001
Malware,Network,PACS,28,91244,124,Low,17725518.400000002
Ransomware,Network,Billing,6,37339,293,High,3894164.4999999995
DDoS,Email,EHR,36,8586,243,Medium,3538962.0
Phishing,Network,EHR,14,37700,139,High,3562129.0
Ransomware,USB,PACS,4,75685,282,Low,19199520.6
Phishing,Network,EHR,25,8640,163,Medium,2474447.0
Ransomware,USB,Billing,15,3685,270,Low,2112811.0
Phishing,Network,EHR,45,72835,187,Low,16756228.0
Malware,Network,PACS,36,89343,279,Medium,13457544.2
Malware,USB,Billing,41,60311,286,Medium,8667271.0
Ransomware,Network,Billing,26,93526,36,High,9571183.0
Phishing,Email,EHR,37,14898,238,Medium,3926587.0
Ransomware,Network,Billing,19,27526,116,High,3237456.0
Ransomware,Email,PACS,47,26627,93,Medium,7599919.0
Ransomware,Network,Billing,8,95965,296,Medium,16221553.0
Phishing,Email,EHR,45,48009,37,High,5207736.0
DDoS,Email,EHR,17,8288,48,Low,3096605.0
Malware,USB,EHR,8,72079,205,Medium,11798031.0
Malware,USB,PACS,29,57745,268,Low,12012273.4
DDoS,USB,EHR,30,30146,204,Low,9052098.0
Malware,USB,Billing,26,86817,90,Low,14835099.0
Malware,Network,Billing,14,53682,35,Medium,6748923.0
Malware,Network,Billing,20,33578,145,High,2740298.0
Malware,Network,Billing,37,53661,150,High,4480272.25
Ransomware,Network,EHR,14,25202,290,Medium,6680657.0
Malware,Email,EHR,9,16961,135,Low,4306603.0
DDoS,USB,PACS,2,60381,161,Medium,8798321.6
Phishing,Email,Billing,13,60728,259,Medium,7192198.0
DDoS,Network,Billing,20,27838,110,High,2505565.0
Ransomware,Network,EHR,48,45394,52,Low,17326090.0
Phishing,Network,EHR,39,16836,174,High,2523556.0
Malware,Network,EHR,24,67558,26,High,6797724.0
DDoS,USB,PACS,30,47160,281,Low,11025448.399999999
DDoS,Network,EHR,5,14172,116,Low,3672610.0
DDoS,Email,EHR,39,36378,230,High,4863177.0
